,name,floor,height,year,area
2201,神戸パークシティA棟,24,72.0,1984.0,兵庫県神戸市
2202,シニアホテル横浜,18,72.0,1989.0,神奈川県横浜市
2203,B’Sタワー橋本ステーションフロント W棟,22,72.0,2000.0,神奈川県相模原市
2204,ラ・ヴィーダ西宮,22,72.0,1993.0,兵庫県西宮市
2205,アーバンビュー宇品フェアコースト ベイウイング,22,72.0,2008.0,広島県広島市
2206,ポレスター小山タワーレジデンス,21,72.0,2013.0,栃木県小山市
2207,リプレ川口一番街 1号棟,25,72.0,1992.0,埼玉県川口市
2208,新横浜スクエアビル,18,72.0,1995.0,神奈川県横浜市
2209,横浜伊勢佐木町ワシントンホテル,19,72.0,1990.0,神奈川県横浜市
2210,京成ホテルミラマーレ,16,72.0,2002.0,千葉県千葉市
2211,ザ・レジデンス津田沼奏の杜 センターレジデンス,24,71.93,2015.0,千葉県習志野市
2212,ザ・レジデンス津田沼奏の杜 ブロードレジデンス,24,71.93,2015.0,千葉県習志野市
2213,アデニウムタワー相模原,22,71.92,2009.0,神奈川県相模原市
2214,ゲートタワービル,16,71.9,1992.0,大阪府大阪市
2215,日本青年館・日本スポーツ振興センター本部棟,16,71.85,2017.0,東京都新宿区
2216,鹿児島中央ターミナルビル(ソラリア西鉄ホテル鹿児島),14,71.85,2012.0,鹿児島県鹿児島市
2217,渋谷キャスト,16,71.8,2017.0,東京都渋谷区
2218,グランドホライゾン・トーキョーベイ,22,71.8,2008.0,千葉県船橋市
2219,プラウドタワー亀戸,20,71.78,2009.0,東京都江東区
2220,沖縄県庁舎,14,71.7,1990.0,沖縄県那覇市
2221,上野学園,15,71.6,2007.0,東京都台東区
2222,東町・江戸町ビル,18,71.6,1999.0,兵庫県神戸市
2223,シティタワー横浜サウス,21,71.5,2004.0,神奈川県横浜市
2224,ホテル日航那覇グランドキャッスル,20,71.5,1973.0,沖縄県那覇市
2225,ワンダーベイシティ SAZAN,22,71.47,2007.0,千葉県船橋市
2226,スカイグランデ汐留,22,71.45,2005.0,東京都港区
2227,センテニアルタワー,22,71.45,1997.0,東京都新宿区
2228,パークタワー豊洲,19,71.4,2013.0,東京都江東区
2229,イーストコア曳舟一番館,20,71.395,2008.0,東京都墨田区
2230,都営浮間一丁目第3アパート,20,71.35,1989.0,東京都北区
2231,幕張ベイタウン パティオスエリスト T棟,21,71.3,2006.0,千葉県千葉市
2232,ヤンマー本社ビル,12,71.3,2014.0,大阪府大阪市
2233,目白プレイスタワー,21,71.27,2007.0,東京都豊島区
2234,富士ソフトビル,16,71.25,2001.0,東京都墨田区
2235,ミネベア東京本部ビル(三田M-SQUARE),13,71.2,2008.0,東京都港区
2236,大崎フロントタワー,15,71.1,2005.0,東京都品川区
2237,アーバンネット池袋ビル,16,71.05,1988.0,東京都豊島区
2238,朝日新聞東京本社ビル,16,71.0,1980.0,東京都中央区
2239,兵庫駅前ビル,21,71.0,1973.0,兵庫県神戸市
2240,ミッドオアシスタワーズ レジデンス棟,23,71.0,2010.0,神奈川県相模原市
2241,アリビオーレ神楽坂シティタワー,21,71.0,2002.0,東京都新宿区
2242,ドコモ舞鶴ビル,14,71.0,1997.0,福岡県福岡市
2243,ライオンズプラザ越後湯沢,19,71.0,1992.0,新潟県南魚沼郡湯沢町
2244,パークタワー渋谷本町,21,70.99,2013.0,東京都渋谷区
2245,クレッセント三鷹ザ・タワー,21,70.96,2007.0,東京都三鷹市
2246,ゼスタ浄水タワー,21,70.92,2012.0,愛知県豊田市
2247,LOOP-X,17,70.8,1991.0,東京都港区
2248,ホテルモントレ仙台,18,70.61,2004.0,宮城県仙台市
2249,クリオスカイタワー篠崎,22,70.6,1999.0,東京都江戸川区
2250,鹿島赤坂別館,15,70.585,2007.0,東京都港区
2251,ツインタワーすみとし毛利館,21,70.55,1994.0,東京都江東区
2252,ツインタワーすみとし住吉館,21,70.55,1994.0,東京都江東区
2253,東京都立墨東病院,14,70.5,1999.0,東京都墨田区
2254,リーデンスタワー湘南平塚,22,70.39,2003.0,神奈川県平塚市
2255,NTTドコモ北海道ビル南館,16,70.35,1999.0,北海道札幌市
2256,シエルズガーデン リビエルタワー,22,70.27,2003.0,東京都大田区
2257,ライオンズタワー葵,20,70.23,2004.0,愛知県名古屋市
2258,ザ・ステーションタワー東神奈川,19,70.2,2004.0,神奈川県横浜市
2259,ザ・フォレスト レジデンス Bright Leaf,22,70.17,2008.0,千葉県流山市
2260,ソプラタワー,20,70.14,1999.0,東京都目黒区
2261,ローレルハイツ神戸 1号棟,24,70.1,1999.0,兵庫県神戸市
2262,富士フイルム西麻布ビル,18,70.1,1969.0,東京都港区
2263,都営百人町三丁目アパート2号棟,20,70.076,,東京都新宿区
2264,シティタワー赤羽ステーションコート,22,70.07,2009.0,東京都北区
2265,クレヴィアタワー神戸ハーバーランド,23,70.05,2015.0,兵庫県神戸市
2266,ポレスタータワー大手町リーモ,20,70.0,2010.0,福岡県北九州市
2267,東京ポートシティ竹芝レジデンスタワー,18,70.0,2020.0,東京都港区
2268,川崎市立川崎総合科学高等学校 1号棟,15,70.0,1992.0,神奈川県川崎市
2269,西新宿パークサイドタワー,20,70.0,1997.0,東京都新宿区
2270,アスタ新長田タワーズコート2番館タワー棟,21,70.0,2002.0,兵庫県神戸市
2271,北九州市役所本庁舎,15,70.0,1972.0,福岡県北九州市
2272,近鉄ローレルコート北野田,19,70.0,2005.0,大阪府堺市
2273,ナディアパーク デザインセンタービル,12,70.0,1996.0,愛知県名古屋市
2274,四日市都ホテル,15,70.0,1991.0,三重県四日市市
2275,(仮称)ヤンマー東京ビル新築工事,14,70.0,2022.0,東京都中央区
2276,スカイレジデンシャルタワーズ ノースウィング,20,70.0,2003.0,埼玉県さいたま市
2277,東京証券取引所ビル,15,70.0,1988.0,東京都中央区
2278,アスタ新長田タワーズコート6番館 ノーススクエア,21,70.0,2002.0,兵庫県神戸市
2279,ベネッセ本社ビル,14,70.0,1990.0,岡山県岡山市
2280,ワテラス アネックス,15,70.0,2013.0,東京都千代田区
2281,ザ・タワーズフロンティア札幌  サウスタワー,21,69.99,2019.0,北海道札幌市
2282,ザ・タワーズフロンティア札幌  ノースタワー,21,69.99,2019.0,北海道札幌市
2283,アクアリーナ川崎ロッャ^ワー,22,69.98,2008.0,神奈川県川崎市
2284,フロンテージ広島(シティトリエ京橋),21,69.96,2014.0,広島県広島市
2285,ドレッセ目黒インプレスタワー,23,69.95,2004.0,東京都品川区
2286,八千代ゆりの木台ライフタワー,24,69.95,1993.0,千葉県八千代市
2287,ルネ ライラタワー船橋,21,69.95,2005.0,千葉県船橋市
2288,グランタワー小田急相模原ル・ソレイユ,20,69.92,2007.0,神奈川県相模原市
2289,NEC五十嵐ビル,15,69.9,1988.0,東京都港区
2290,ルミレイス豊洲,17,69.9,2016.0,東京都江東区
2291,豊洲シビックセンター,12,69.9,2015.0,東京都江東区
2292,ソフィアタワー勝どき,23,69.86,2000.0,東京都中央区
2293,アクアリーナ川崎アズリーノタワー,22,69.82,2008.0,神奈川県川崎市
2294,株式会社ADEKA新本社ビル,15,69.81,2006.0,東京都荒川区
2295,厚木リバージュ21,21,69.7,1994.0,神奈川県厚木市
2296,パークシティ市川C棟,22,69.7,2002.0,千葉県市川市
2297,ソルクレスト池袋,22,69.66,2005.0,東京都豊島区
2298,アクシア青山,20,69.6,2002.0,東京都港区
2299,住友不動産御茶ノ水ファーストビル,14,69.6,2008.0,東京都千代田区
2300,スカイタワーエグゼ,23,69.58,2005.0,千葉県船橋市
2301,(仮称)西五反田3丁目プロジェクト A棟,13,69.5,2022.0,東京都品川区
2302,セレストタワー高崎,21,69.3,2009.0,群馬県高崎市
2303,エリム春日町パークタワー,19,69.25,1996.0,東京都練馬区
2304,シティマークタワー21,21,69.23,2001.0,埼玉県さいたま市
2305,ザ・パークハウス新宿タワー,20,69.2,2011.0,東京都新宿区
2306,ニッセイ横浜西口KNビル,17,69.0,,神奈川県横浜市
2307,パシフィックビスタⅤ,23,69.0,2002.0,和歌山県和歌山市
2308,金沢スカイビル,18,69.0,1973.0,石川県金沢市
2309,横浜STビル,18,69.0,1987.0,神奈川県横浜市
2310,ネクサス香椎セントラルガーデン・ウエストサイド5号棟,20,69.0,1998.0,福岡県福岡市
2311,アクシア八王子 ファーストレジデンスタワー,21,68.92,2009.0,東京都八王子市
2312,レジデンスタワー大通公園,20,68.85,2005.0,北海道札幌市
2313,プレミストタワー函館五稜郭(シエスタハコダテ),19,68.7,2017.0,北海道函館市
2314,プラウドタワー久屋大通,22,68.57,2013.0,愛知県名古屋市
2315,レオパレスフラット新栄,21,68.57,2004.0,愛知県名古屋市
2316,都営飯田橋二丁目アパート2号棟,20,68.5,1990.0,東京都千代田区
2317,クレストシティタワーズ浦安,20,68.5,2006.0,千葉県市川市
2318,パークタワー新神戸,21,68.46,2007.0,兵庫県神戸市
2319,ライオンズステーションタワー東札幌,21,68.4,1991.0,北海道札幌市
2320,パークシティ大崎 ザ レジデンス,18,68.37,2015.0,東京都品川区
2321,パークタワー東京クラルテステーションフロント,20,68.35,2005.0,東京都江戸川区
2322,ザ・グランアルト錦糸町,21,68.3,2012.0,東京都墨田区
2323,東急リゾートヴィラ南紀田辺,19,68.3,1993.0,和歌山県田辺市
2324,パークキューブ目黒タワー(旧アパートメンツタワー目黒),22,68.25,2008.0,東京都目黒区
2325,東二番丁スクエア,14,68.25,2008.0,宮城県仙台市
2326,ベイコート芝浦,23,68.22,1991.0,東京都港区
2327,ルフォン白金台 ザ・タワーレジデンス,21,68.16,2013.0,東京都港区
2328,ユニハイム与力町公園,21,68.16,2002.0,大阪府大阪市
2329,オンワード樫山仙台ビル,14,68.02,2006.0,宮城県仙台市
2330,ヴィー・クオレタワー白鳥庭園,22,68.01,2006.0,愛知県名古屋市
2331,グランスイートブルー,22,68.01,2012.0,千葉県千葉市
2332,優渾タワー東本町,20,68.0,2003.0,熊本県熊本市
2333,横浜薬科大学 図書館棟(旧ホテルエンパイア),21,68.0,1965.0,神奈川県横浜市
2334, 静岡新聞放送会館(静岡新聞・静岡放送本社),18,68.0,1970.0,静岡県静岡市
2335,ポルタスセンタービル,16,68.0,1993.0,大阪府堺市
2336,六本木アークタワーズ ウエスト,22,67.99,1986.0,東京都港区
2337,スカイツインズ・エアリータワー,22,67.95,2003.0,東京都稲城市
2338,ゲートシティ大崎サウスパークタワー,20,67.9,1998.0,東京都品川区
2339,ザ・パークハウス 浦和タワー,20,67.9,2017.0,埼玉県さいたま市
2340,プラウドタワー安堂寺,21,67.85,2015.0,大阪府大阪市
2341,文京グリーンコート ビュータワー本駒込B棟,22,67.67,1997.0,東京都文京区
2342,半蔵門ファーストビル,15,67.6,2004.0,東京都千代田区
2343,都営町屋五丁目第3アパート,22,67.55,1998.0,東京都荒川区
2344,芝浦工業大学豊洲キャンパス,14,67.5,2005.0,東京都江東区
2345,ライオンズタワー上野黒門町,20,67.5,2006.0,東京都台東区
2346,住友生命仙台ビル,17,67.4,,宮城県仙台市
2347,豊洲フロント,15,67.3,2010.0,東京都江東区
2348,リーデンスフォート横浜,19,67.22,2002.0,神奈川県横浜市
2349,北陸電力本社ビル,14,67.2,,富山県富山市
2350,足立区役所本庁舎 南館,14,67.0,1996.0,東京都足立区
2351,フローレンス丸之内,19,67.0,2003.0,広島県福山市
2352,プラウドタワー清澄白河,20,66.99,2016.0,東京都江東区
2353,プラウドタワー本郷東大前,19,66.92,2010.0,東京都文京区
2354,アパホテル,21,66.91,2015.0,東京都港区
2355,高松サンポート合同庁舎A棟,14,66.83,2006.0,香川県高松市
2356,ジオ釣鐘町,21,66.75,2014.0,大阪府大阪市
2357,アムラックス東京,14,66.74,1990.0,東京都豊島区
2358,ニューシティレジデンス肥後橋タワー,21,66.73,2007.0,大阪府大阪市
2359,アパタワーズ神戸三宮,20,66.725,2005.0,兵庫県神戸市
2360,アーバンプレイス萬代橋,19,66.66,2008.0,新潟県新潟市
2361,パークハビオ赤坂タワー,21,66.65,2015.0,東京都港区
2362,ハートンホテル東品川,19,66.65,2006.0,東京都品川区
2363,ブリリア武蔵小杉,20,66.44,2011.0,神奈川県川崎市
2364,(仮称)葺手ハイツ建替計画,19,66.4,2017.0,東京都港区
2365,TK池田山ハイツ,19,66.4,2004.0,東京都品川区
2366,赤坂ツインタワー本館,18,66.35,1983.0,東京都港区
2367,赤坂ツインタワー東館,18,66.35,1983.0,東京都港区
2368,損保会館,17,66.3,1978.0,東京都千代田区
2369,ジオ北堀江,20,66.27,2011.0,大阪府大阪市
2370,志木パークタワー,21,66.22,2003.0,埼玉県新座市
2371,赤羽アボードⅡ,18,66.15,1995.0,東京都北区
2372,ジュエルタワー,22,66.15,2004.0,北海道札幌市
2373,ローレルコート久宝寺リーデンスタワー,20,66.12,2006.0,大阪府八尾市
2374,東京ミッドタウン ミッドタウンウエスト,13,66.1,2007.0,東京都港区
2375,ザ・パークハウス 浅草橋タワーレジデンス,20,66.1,2013.0,東京都台東区
2376,ヴィルヌーブタワー横浜関内,21,66.0,1997.0,神奈川県横浜市
2377,百十四銀行本店,16,66.0,1966.0,香川県高松市
2378,ザ・神宮前レジデンス,20,66.0,2013.0,東京都渋谷区
2379,セザール検見川浜,20,66.0,2000.0,千葉県千葉市
2380,与野ハウス1号棟,21,66.0,1976.0,埼玉県さいたま市
2381,NTTドコモ大分ビル,13,66.0,2004.0,大分県大分市
2382,あいおい損保仙台ビル,14,65.95,2008.0,宮城県仙台市
2383,アミング潮江ウェスト二番館,19,65.9,1999.0,兵庫県尼崎市
2384,東和銀行本店,15,65.85,1979.0,群馬県前橋市
2385,パークアクシス豊洲,20,65.8,2008.0,東京都江東区
2386,東京ビューマークス,20,65.75,2003.0,東京都台東区
2387,シビックタワー岡崎,20,65.73,2008.0,愛知県岡崎市
2388,ミッドライフタワー青森駅前,17,65.56,2006.0,青森県青森市
2389,ブリリアタワー近代美術館前,19,65.51,2007.0,北海道札幌市
2390,ニッセイ虎ノ門ビル,16,65.5,,東京都港区
2391,東京パークサイドビル,14,65.5,1991.0,東京都江東区
2392,グランシティラピュタタワー,20,65.5,2002.0,東京都板橋区
2393,No.63 オリエント キャピタルタワー,20,65.5,2007.0,福岡県北九州市
2394,アパヴィラホテル,20,65.49,2007.0,宮城県仙台市
2395,幕張ベイタウン パティオス グランアクシブ 3番館,18,65.42,2006.0,千葉県千葉市
2396,鹿島建設本社ビル1号棟,17,65.4,1968.0,東京都港区
2397,パークアクシス豊洲キャナル,19,65.38,2015.0,東京都江東区
2398,ザ・パークハウス 千代田麹町,17,65.27,2017.0,東京都千代田区
2399,ヴィスタテラス武蔵浦和 タワー&レジデンス,20,65.25,2010.0,埼玉県さいたま市
2400,ディーグラフォート千里中央,20,65.25,2007.0,大阪府豊中市
2401,早稲田大学大久保キャンパス 51号館,18,65.24,1967.0,東京都新宿区
2402,警視庁有家族待機第二田町住宅,19,65.15,,東京都港区
2403,プロシード篠崎タワー,18,65.13,2008.0,東京都江戸川区
2404,UNハウス,14,65.0,1992.0,東京都渋谷区
2405,ラゾーナ川崎東芝ビル,15,65.0,2013.0,神奈川県川崎市
2406,MAX TOWER 千葉中央,20,65.0,2007.0,千葉県千葉市
2407,ライオンズ六ツ門サンリヤンタワー,19,65.0,2012.0,福岡県久留米市
2408,D’クラディア鶴見 アクロスタワー,19,65.0,2004.0,大阪府大阪市
2409,クラッシィハウス芝浦,20,65.0,2017.0,東京都港区
2410,トミンタワー浮間三丁目,20,65.0,1999.0,東京都北区
2411,ブライトタウン上島マークタワー,20,64.99,2003.0,静岡県浜松市
2412,テラス渋谷美竹,17,64.975,2013.0,東京都渋谷区
2413,花京院プラザ,14,64.97,2008.0,宮城県仙台市
2414,アルファステイツ照国プレミアムスカイタワー,19,64.95,2010.0,鹿児島県鹿児島市
2415,フレスコ南大沢,14,64.94,1996.0,東京都八王子市
2416,ル・サンクアイリスタワー,20,64.936,2005.0,東京都大田区
2417,とよた参合館,13,64.93,1999.0,愛知県豊田市
2418,アルファグランデ篠崎,18,64.91,2008.0,東京都江戸川区
2419,広尾タワーズ,18,64.9,1973.0,東京都港区
2420,パークタワー亀戸ステーションアリーナ,20,64.89,2004.0,東京都江東区
2421,スカイツインズ・ベルタワー,21,64.86,2003.0,東京都稲城市
2422,シティハウス蔵前ステーションコート,18,64.82,2012.0,東京都台東区
2423,上野アインスタワー,19,64.8,2002.0,東京都台東区
2424,ウェリスガーデン千葉みなと公園,19,64.8,2006.0,千葉県千葉市
2425,エンブルタワー七間町,20,64.8,2015.0,静岡県静岡市
2426,川口センタービル,15,64.8,1994.0,埼玉県川口市
2427,コートヤード・バイ・マリオット大阪本町,17,64.77,2019.0,大阪府大阪市
2428,ステーションツインタワーズ糀谷 FRONT WEST,20,64.75,2016.0,東京都大田区
2429,クレヴィアタワー目黒不動前,21,64.745,2015.0,東京都品川区
2430,ブルージュ東大島,20,64.72,2004.0,東京都江東区
2431,静岡県庁東館,16,64.55,1970.0,静岡県静岡市
2432,ローレルタワーシュロア四日市,18,64.5,2008.0,三重県四日市市
2433,東京理科大学 神楽坂キャンパス1号館,17,64.5,1980.0,東京都新宿区
2434,七十七銀行本店ビル,14,64.5,1977.0,宮城県仙台市
2435,安全衛生総合会館ビル,14,64.5,,東京都港区
2436,ライオンズタワー赤羽,20,64.5,1999.0,東京都北区
2437,トミンハイム海岸三丁目,20,64.5,1993.0,東京都港区
2438,(仮称)ダイワロイヤル有明南K区画計画,17,64.49,2018.0,東京都江東区
2439,マートルコート恵比寿2000,20,64.4,2000.0,東京都渋谷区
2440,No.65 オリエント クロッシングタワー,21,64.4,2006.0,福岡県北九州市
2441,ロジュマンタワー梅田,21,64.3,2015.0,大阪府大阪市
2442,MJR出島ベイサイドタワー,19,64.28,2013.0,長崎県長崎市
2443,前橋テルサ,12,64.2,1992.0,群馬県前橋市
2444,ライオンズステージ立川ラフィナタワー,21,64.1,2006.0,東京都立川市
2445,ホテル新潟,17,64.08,1988.0,新潟県新潟市
2446,ホテル青森,17,64.0,1992.0,青森県青森市
2447,(仮称)海岸一丁目マンション建替計画,18,64.0,2023.0,東京都港区
2448,BELISTA(ベリスタ)タワー取手駅前,20,63.992,2009.0,茨城県取手市
2449,エルアージュ小石川,20,63.93,2000.0,東京都文京区
2450,プラネスーペリア西宮,18,63.8,2006.0,兵庫県西宮市
2451,ルリエ新川崎,18,63.8,2004.0,神奈川県川崎市
2452,ザ・タワー芝浦(パシフィックタワー芝浦),19,63.79,2007.0,東京都港区
2453,ザ・パークハウス 品川荏原町,18,63.7,2016.0,東京都品川区
2454,サンクタス千葉みなとポートレジデンス,16,63.58,2007.0,千葉県千葉市
2455,オーバルコート大崎マークイースト,14,63.5,2004.0,東京都品川区
2456,福井工業大学 FUTタワー,16,63.5,2004.0,福井県福井市
2457,プラウドタワー武蔵浦和レジデンス,20,63.48,2017.0,埼玉県さいたま市
2458,中銀ライフケア札幌あいの里1号館,21,63.45,2004.0,北海道札幌市
2459,鹿島ウエストビル,14,63.45,2007.0,東京都港区
2460,東京蒲田スクエアタワー,20,63.38,2008.0,東京都大田区
2461,アトラスタワー府中,20,63.35,2015.0,東京都府中市
2462,D’グラフォート盛岡駅前タワーズ ウェルズ,18,63.25,2005.0,岩手県盛岡市
2463,ガーデンセシア弐番館,20,63.25,2000.0,東京都町田市
2464,ザ・パークハウス 多摩センター,19,63.2,2015.0,東京都多摩市
2465,六本木ビュータワー,20,63.2,1993.0,東京都港区
2466,青山タワービル,16,63.07,1969.0,東京都港区
2467,アーバニア千代田,21,63.0,1987.0,愛知県名古屋市
2468,ライズ万代タワー,19,63.0,2006.0,新潟県新潟市
2469,パークハウスつくば研究学園 さくらレジデンス,20,63.0,2009.0,茨城県つくば市
2470,立川センタービル,14,63.0,,東京都立川市
2471,シティタワー西堀,20,63.0,2005.0,新潟県新潟市
2472,パークハウスつくば研究学園 けやきレジデンス参番館,20,63.0,2009.0,茨城県つくば市
2473,千田町アインスタワー,19,63.0,2003.0,広島県広島市
2474,デュオヒルズつくばエンブレム,20,62.85,2017.0,茨城県つくば市
2475,仙台第二合同庁舎,15,62.7,1973.0,宮城県仙台市
2476,パークシティグランデ新浦安,18,62.63,2007.0,千葉県浦安市
2477,ザ・ステージオ ガーデンフロントタワー,20,62.59,2006.0,東京都足立区
2478,ザ・ステージオ パークフロントタワー,20,62.59,2006.0,東京都足立区
2479,セントプレイスシティ グランドプレミオ,19,62.5,2009.0,大阪府大阪市
2480,グランドメゾン三軒茶屋の杜,20,62.5,2004.0,東京都世田谷区
2481,ステーションツインタワーズ糀谷 FRONT EAST,18,62.4,2016.0,東京都大田区
2482,オラリオンサイト 1番館,18,62.4,2004.0,神奈川県相模原市
2483,オーベル東陽町サウシア,20,62.2,2007.0,東京都江東区
2484,パークシティ市川D棟,20,62.1,2002.0,千葉県市川市
2485,ダイアパレスアポロシティ21高砂アクロスタワー,21,62.1,1993.0,宮城県仙台市
2486,ルミナス舟入本町リバーフロント,20,62.0,2009.0,広島県広島市
2487,東京フォレスト ミッドガーデンシティ ザ・タワー&ヴィラ,20,61.95,2011.0,東京都荒川区
2488,タイムズアリーナ千葉中央ブライトタワー,20,61.9,2007.0,千葉県千葉市
2489,タイムズアリーナ千葉中央アクティタワー,20,61.9,2007.0,千葉県千葉市
2490,アクアリーナ川崎ヴェルデタワー,20,61.85,2008.0,神奈川県川崎市
2491,ディスコR&Dセンター増築工事,14,61.85,2008.0,東京都大田区
2492,ソアールタワー市ヶ谷の丘,19,61.85,2003.0,東京都新宿区
2493,ザ・タワー小石川,18,61.57,2009.0,東京都文京区
2494,キャンファーローレルタワー豊橋,18,61.52,2007.0,愛知県豊橋市
2495,山形県庁,16,61.4,,山形県山形市
2496,渋谷アインス,18,61.1,2001.0,東京都渋谷区
2497,ユアテック本社ビル,14,61.01,1991.0,宮城県仙台市
2498,アーバンビュー宇品フェアコースト シティウイング,17,61.0,2008.0,広島県広島市
2499,都営桐ヶ丘一丁目アパート3号棟,19,61.0,,東京都北区
2500,かながわサイエンスパーク(KSP),13,61.0,1989.0,神奈川県川崎市
2501,ぺんてるビル,14,61.0,1990.0,東京都中央区
2502,コア・スターレ西大井,18,61.0,1986.0,東京都品川区
2503,新横浜テックビルB館,16,60.84,1988.0,神奈川県横浜市
2504,高輪コミュニティーぷらざ(シティハイツ高輪),18,60.8,1995.0,東京都港区
2505,神奈川中小企業センタービル,14,60.5,1994.0,神奈川県横浜市
2506,ヒューマンスクエア岩槻プレミアムタワー,17,60.5,2007.0,埼玉県さいたま市
2507,(仮称)川口工業総合病院地区住宅棟計画,19,60.48,2018.0,埼玉県川口市
2508,栄アインスタワー,18,60.4,2005.0,愛知県名古屋市
2509,(仮称)区営東松下町住宅新築工事,18,60.28,2016.0,東京都千代田区
2510,D’グラフォート盛岡駅前タワーズ コテージ,17,60.2,2005.0,岩手県盛岡市
2511,宇都宮市役所,16,60.0,1986.0,栃木県宇都宮市
2512,ウエストレジデンス大崎,20,60.0,2008.0,東京都品川区
2513,リベラガーデン イーストタワー,20,60.0,1996.0,福岡県福岡市
2514,パークハウス清澄白河 リバーサイド棟,20,60.0,2005.0,東京都江東区
2515,セインツタワー甲府,18,60.0,1999.0,山梨県甲府市
2516,幕張ベイタウン ファーストウィング E棟,19,60.0,2005.0,千葉県千葉市
2517,ダイアパレス飛鳥山,19,60.0,2006.0,東京都北区
2518,フレスコア旭橋,18,60.0,2009.0,沖縄県那覇市
2519,リプレ川口一番街 6号棟,20,60.0,1992.0,埼玉県川口市
2520,ネオシティ三鷹ビル,14,60.0,1993.0,東京都三鷹市
2521,タワー ザ・トヨタ,19,60.0,2008.0,愛知県豊田市
2522,府中駅南口第一地区市街地再開発事業,15,60.0,2017.0,東京都府中市
2523,コンチェルトタワー豊橋,18,60.0,2005.0,愛知県豊橋市
2524,シティハウス仙台榴岡ツインタワーズ スカイウイング,19,60.0,2006.0,宮城県仙台市
2525,舟入本町パークハウス,19,60.0,2009.0,広島県広島市
2526,パークハウス清澄白河 ステーションサイド棟,20,60.0,2005.0,東京都江東区
2527,ラ・プラース ウエスト,20,60.0,2004.0,東京都品川区
2528,幕張ベイタウン ファーストウィング D棟,19,60.0,2005.0,千葉県千葉市
2529,ジオ新町,20,59.995,2014.0,大阪府大阪市
2530,レジディアタワー中目黒(旧パシフィックタワー中目黒),19,59.99,2007.0,東京都目黒区
2531,グランアルト豊洲 アクアタワー,20,59.99,2001.0,東京都江東区
2532,プラウド新浦安,19,59.99,2008.0,千葉県浦安市
2533,シティテラスさいたま新都心,19,59.99,2007.0,埼玉県さいたま市
2534,プラーサ・ヴェール,20,59.99,2009.0,千葉県四街道市
2535,アイプレイス稲毛,20,59.99,2000.0,千葉県千葉市
2536,シャリエ松屋町 タワーレジデンス,19,59.99,2015.0,大阪府大阪市
2537,MAX TOWER TX-Ⅰ,20,59.99,2008.0,埼玉県八潮市
2538,グランドメゾン熱田の杜,19,59.99,2010.0,愛知県名古屋市
2539,ユニハイム中之島 堂島川タワーレジデンス,19,59.99,2016.0,大阪府大阪市
2540,ワコーレ神戸三宮トラッドタワー,20,59.99,2018.0,兵庫県神戸市
2541,パークタワー横濱星川,20,59.99,2013.0,神奈川県横浜市
2542,パークホームズ神戸 ザ レジデンス,20,59.99,2017.0,兵庫県神戸市
2543,プラウド与野,19,59.99,2014.0,埼玉県さいたま市
2544,マックスタワーレジデンス千葉,20,59.99,2010.0,千葉県千葉市
2545,ブランズ横浜,17,59.99,2018.0,神奈川県横浜市
2546,クリスタルマークス,18,59.98,2015.0,東京都江戸川区
2547,ローレルアイ千代田淡路町,19,59.98,2010.0,東京都千代田区
2548,メトロタワー山下町,17,59.98,2010.0,神奈川県横浜市
2549,エティア目黒ウエストタワー,18,59.98,2005.0,東京都品川区
2550,ザ・パークハウス大手前タワーレジデンス,19,59.98,2018.0,大阪府大阪市
2551,ダイレクトタワー池袋要町,19,59.98,2015.0,東京都豊島区
2552,パークコート三番町ヒルトップレジデンス,18,59.98,2017.0,東京都千代田区
2553,サンクタス与野タワーレジデンス,20,59.98,2014.0,埼玉県さいたま市
2554,ザ・パークハウス 広島駅前通り,19,59.98,2013.0,広島県広島市
2555,幕張ビーチテラス・ベイレジデンス,18,59.98,2007.0,千葉県千葉市
2556,シティタワー白金,19,59.98,2017.0,東京都港区
2557,オーベルグランディオ品川勝島,20,59.98,2017.0,東京都品川区
2558,プラウドシティ金町ガーデン,19,59.97,2010.0,東京都葛飾区
2559,プライヴブルー東京,20,59.97,2005.0,東京都江東区
2560,グランヒルズ東京イースト,20,59.97,2001.0,東京都江戸川区
2561,ルネリバーズタワー東大島,20,59.96,2010.0,東京都江東区
2562,エクサージュ海岸,20,59.96,2002.0,東京都港区
2563,ファミール新宿グランスイートタワー,20,59.955,2002.0,東京都渋谷区
2564,東京フロンティアシティ アーバンフォート,20,59.95,2007.0,東京都荒川区
2565,アイレスト中町サンテ・フェスタ平和大通り,19,59.95,2015.0,広島県広島市
2566,ザ・晴海レジデンス,20,59.95,2009.0,東京都中央区
2567,プレイス白金ブライトレジデンス,20,59.95,2005.0,東京都港区
2568,ラジェストタワー琴似,20,59.95,2009.0,北海道札幌市
2569,トキアス,20,59.95,2005.0,東京都荒川区
2570,幕張ベイタウン シティズフォート ホワイトホーム,19,59.95,2005.0,千葉県千葉市
2571,アリーナタワー,15,59.95,2008.0,神奈川県横浜市
2572,ストークマンション鹿児島,20,59.95,1990.0,鹿児島県鹿児島市
2573,レーベンリゾシア熱海シーサイドタワー,20,59.95,2011.0,静岡県熱海市
2574,(仮称)港区六本木2丁目計画建設工事,20,59.95,2017.0,東京都港区
2575,横浜MIDベース タワーレジデンス,18,59.95,2017.0,神奈川県横浜市
2576,晴海テラス,20,59.95,2009.0,東京都中央区
